id,area,feature,user_story,expected_behavior,hermes_relevance,status,error_notes
F075,skill,answerGate.mode behavior contract (local / hermes / none),"As an agent, I need to know how the answer gate behaves in the current repo mode so I handle delivery correctly and don't treat a missing live gate as an error.","Read answerGate.mode before deciding behavior. 'local': file-backed loopback store; stranded answers recoverable via GET <answerGate.base>/result?key=<docKey>. 'hermes' (the engine enum value is 'custom'): host-private onAnswer; the public engine ships no such delivery so this mode is a no-op without the host overlay. 'none': no server; Copy-answers button is the equivalent; the gate command is a safe no-op, not a bug. [code: grill/SKILL.md:64-68; how-we-work/SKILL.md:106]","The custom/hermes mode is the designed Hermes delivery path: when the host wires onAnswer, Hermes receives answers as a push event into the running thread rather than by polling. Hermes detects mode from config before invoking grill ask and handles all three without hardcoding. (Skill copy says 'hermes'; engine schema validates 'custom'.)",fixed,"All three relevant SKILL.md files document answerGate.mode as 'none | local | hermes': grill/SKILL.md:24 writes 'none | local | hermes'; grill/SKILL.md:67 describes the 'hermes' mode; how-we-work/SKILL.md:106 says 'in local/hermes mode'; doc/SKILL.md:49 lists 'none | local | hermes'. The engine validates only ['none', 'local', 'custom'] (check.mjs:58). Setting mode='hermes' causes htw check to exit 1 with 'answerGate.mode ""hermes"" is not one of none, local, custom'. An agent that follows the skills and writes mode='hermes' breaks htw check. The feature spec notes '(Skill copy says hermes; engine schema validates custom)' but the SKILL.md files themselves never explain that 'hermes' is not a valid engine enum value. | FIXED P3"
F076,skill,Custom or 'idk' answer is not a close — refine and re-grill,"As an agent processing an ambiguous or deferred grill answer, I must not close the card and move on; I must fold the intent into a sharper recommendation and re-present just that card.","On a custom answer or 'idk', do NOT promote the card to :::decisions. Fold the submitted intent into a tightened recommendation, pick the minimal option that makes the next action obvious, and re-present that one card. Move a card into :::decisions (with [Decided <date>]) only once genuinely settled. [code: grill/SKILL.md:71-73; how-we-work/SKILL.md:109-110]",Hermes must not treat a non-explicit answer as decision confirmation. The re-grill loop may run multiple times for one card; Hermes preserves the stable Q1 ID across iterations and writes the decision to state.json + ledger.jsonl only once the card is genuinely closed.,tested-pass,
F077,skill,Update all visible surfaces in the same pass after answers,"As a human who just submitted grill answers, I expect to reload the doc and see no stale 'open' badges, no outdated next actions, and a fully consistent HTML surface — not just an updated state.json.","In one atomic pass: update .doc.md source, state.json, ledger.jsonl, re-render to index.html, re-verify the served URL returns 200. Rendered HTML must never lag the latest decision. Resolved question cards move from the top queue into :::decisions; ledger gets an appended event. [code: how-we-work/SKILL.md:107-110; grill/SKILL.md:74-75]","Processing a delivered answer batch, Hermes writes all 4-5 artifacts (source + state + ledger + rendered HTML + catalog) together before replying. A partial update (only state.json) leaves the surface inconsistent and confuses a later Hermes session reading the HTML as ground truth.",tested-pass,
F078,skill,"Feedback on a rendered surface edits the source, never the HTML","As an agent receiving a screenshot or inline comment about the rendered PRD page, I must edit the .doc.md source and re-render rather than patching the output HTML directly.","Any feedback referencing a rendered page (screenshot, comment, 'the card still says X') triggers: edit .doc.md (+ state.json / ledger.jsonl as needed) -> re-render -> re-verify. The rendered index.html is a generated artifact and must never be hand-edited. [code: how-we-work/SKILL.md:110-111; grill/SKILL.md:74]",Hermes must never shortcut by patching rendered HTML (e.g. to fix a label) — the engine owns rendering and would overwrite it on the next render. Treat index.html as read-only output; always write to source first.,tested-pass,
F079,skill,"/scope stops at a grilled draft — no execution, no self-answering","As a human invoking /scope, I expect the agent to deliver a draft PRD with grill cards open and then stop — not begin worktree setup, not answer its own questions, not execute any work.","The scope skill runs exactly: read intent -> route repo -> scaffold package -> draft PRD tab -> post grill cards -> start answer gate -> set lifecycle to Draft PRD (Scoping) -> register + verify -> closeout. It does NOT start send-it, execution, worktrees, or any maker/checker loop, and does NOT answer its own grill questions. It stops at a grilled draft awaiting answers. [code: scope/SKILL.md:39-47]","Hermes invoking /scope respects the same boundary: after delivering the scoped draft and starting the gate, it parks and waits for the onAnswer callback (or polls the gate). It must not speculatively execute work or fill in answers on the author's behalf.",fixed,"scope/SKILL.md step 6 correctly sets lifecycle to 'Draft PRD (Scoping)' (stage 2 in the 6-stage sequence). However, the 'Where /scope stops' section (line 40) says '/scope ends at a grilled draft awaiting answers — Ready-for-approval, not approved, not executed.' The phrase 'Ready-for-approval' shares its name with the actual lifecycle stage 3 ('Ready for approval') while step 6 explicitly sets stage to 'Draft PRD' (stage 2). An agent reading the 'Where /scope stops' section could interpret it as the lifecycle stage 'Ready for approval' rather than as a semantic description of being ready for the human to review grill answers. This is an ambiguous label, not a factual error about engine behavior. | FIXED P3"
F080,skill,Send-it gate preconditions,"As a human saying 'send it', I expect the agent to verify the PRD is complete before dispatching any work, so execution never starts against an under-specified plan.","Do not start send-it until the PRD has: scope and non-goals, acceptance criteria, current state, reverse-chron ledger, resource tree, and approval for meaningful side effects. If any precondition is missing, block and surface the gap. [code: how-we-work/SKILL.md:147-153]","On a 'send it' signal (chat or tool call), Hermes runs this precondition check against state.json before dispatching any worker/subagent. A missing acceptance-criteria field in state.json is a hard stop, not a warning.",tested-pass,
F081,skill,Send-it start ritual (goal prompt + lifecycle flip + surfaces + banner),"As an agent starting a send-it run, I need a structured ritual before dispatching any work so any future cold-started thread — including a Hermes session waking from a watchdog — can re-enter the loop without reconstructing intent from chat.","The moment send-it starts, in order: (1) author + persist the goal prompt to state.json execution.goalPrompt and the ticket resumePrompt (objective + done-condition + next move + held gates + on-wake/recovery line); (2) flip lifecycle stage to 'In execution' on all surfaces atomically (.doc.md frontmatter, state.json, ledger.jsonl event, re-rendered HTML, verified served URL); (3) update the work ticket to in-progress/agent if workOsLinking configured; (4) surface an execution banner at the top of the doc naming worktree path, branch, base commit, current lane/step, held-for-author items; mirror into state.json.execution. [code: how-we-work/SKILL.md:155-162]","The goal prompt's on-wake/recovery line is written for Hermes cold-start re-entry: when a watchdog wakes the thread, Hermes reads state.json execution.goalPrompt to reconstruct the loop objective without parsing chat. The ticket resumePrompt is a secondary cross-session fallback.",tested-pass,
F082,skill,Send-it runs end-to-end autonomously,"As a human who approved a send-it, I expect the agent to drive the work to its done-condition without stopping at every lane boundary to ask permission to continue.","After the start ritual, the agent drives the goal to the done-condition in the goal prompt without pausing at lane/step boundaries. Only hard stops: held gates (commit/push, prod/external deploys, declared irreversible actions) and genuine blockers. Progress is reflected by updating surfaces as work proceeds, not by stopping for approval. [code: how-we-work/SKILL.md:163-164]","Hermes as a send-it driver must not insert conversational check-ins between lanes. It updates state.json and ledger.jsonl at each completed step, re-renders, and continues. The human sees progress via the PRD surface, not via chat turns.",tested-pass,
F083,skill,Worktree discipline — ephemeral isolation for substantial work,"As an agent executing a long-running or potentially-breaking change, I need an isolated ephemeral git worktree so concurrent uncommitted work on main is never entangled with my changes.","For substantial/breaking work (>~a minute to implement, or could break the running app): create an ephemeral worktree via git worktree add (or config executionEnv.worktreeUp), branching off committed main HEAD. Install deps, provision an isolated backend when declared (executionEnv.isolatedBackend). Build, typecheck, run acceptance tests inside the worktree. Commit in the worktree, merge to main, rebuild, tear down with executionEnv.worktreeDown. Small/quick/low-risk changes ride main directly. [code: how-we-work/SKILL.md:124-145]","Hermes surfaces the worktree URL (devUrlBase + worktree port) to the human at the top of the doc as soon as a preview is available, and persists worktree/branch/baseCommit into state.json.execution so a recovering session knows where the work lives.",tested-pass,
F084,skill,PRD review and approval order — dependency-first,"As an agent reviewing multiple PRDs, I need to resolve them dependency-first so I never approve a downstream implementation before the enabling primitive it depends on is proven.",Review in dependency order: (1) upstream/platform primitives first (check if a linked PR or platform feature obsoletes a custom design); (2) the enabling PRD (e.g. local sync or safe dogfood lane); (3) the system PRD after the primitive is proven; (4) lower-level defaults/tooling PRDs last. When a PRD 'needs to be reframed after checkout': checkout worktree -> verify PR -> reframe PRD -> update state/ledger -> re-render -> verify served link. [code: how-we-work/SKILL.md:65-75],"Reviewing a queue of PRDs, Hermes builds the dependency graph from state.json dependencies (or infers from content) and sequences review accordingly — not by submission order or recency.",tested-pass,
F085,skill,Required surfaces — PRD/Progress/Ledger tabs + stage bar + docs index,"As a human monitoring a PRD, I expect exactly three tabs (PRD, Progress, Ledger), a stage bar showing lifecycle position, and a docs index that surfaces active work ahead of scoping docs.","The engine emits exactly PRD, Progress, Ledger tabs (1/2/3 shortcuts). The design system (warm neutral background, compact header, chips, no blue focus ring, left-rail dot ledger timeline, stage bar) is engine-owned — never generate bespoke per-doc themes. The docs index is regenerated with `npx how-to-work@latest index`; active work surfaces ahead of scoping docs. [code: how-we-work/SKILL.md:77-88]",Hermes must not generate ad-hoc HTML layouts — all PRD HTML comes from the engine's render pipeline so the design system stays consistent. The docs index is the Hermes-readable catalog of live PRD state; consult it to understand what is active before starting a new PRD.,tested-pass,
F086,skill,Canonical PRD HTML container rules,"As an agent verifying a rendered PRD, I need to check structural correctness so I catch regressions before handing the URL to the author.","Rendered HTML must: use <section class='questions-block'> with a single <div class='qstack'> containing sibling <article class='qcard'> — never nested qcards; strip the first H1 from body (shell header owns the title); use <section id='progress'> and <section id='ledger'>; use a left-rail dot timeline (.timeline + .event), not card-style ledger articles. Verify with `npx how-to-work@latest verify`: no `</div><article class='qcard'>`, no `<h1>` after the questions block, all 3 tab buttons exist, served URL returns 200 text/html. [code: how-we-work/SKILL.md:89-98]",Hermes runs `npx how-to-work@latest verify` after every render and parses its exit code + output as machine-readable pass/fail. A non-zero exit blocks delivery of the PRD URL to the author.,fixed,"grill/SKILL.md:42-46 documents the question card outer wrapper as '<section class=""questions-block"">' but the engine emits '<div class=""qreview"" data-qstack>' (different tag AND class). how-we-work/SKILL.md:95 says 'Use explicit containers: <section class=""questions-block"">, <section class=""prd-body"">, <section id=""progress"">, and <section id=""ledger"">.' Neither <section class=""questions-block""> nor <section class=""prd-body""> appear anywhere in the engine output. The engine only emits <section id=""progress""> and <section id=""ledger""> correctly. An agent doing structural verification by checking for questions-block or prd-body class names — as the skill instructs — would always fail to find them. | FIXED P3"
F087,skill,Closeout format — Outcome block,"As a human or downstream agent reading the end of a PRD/workloop response, I expect a structured summary block with explicit fields so I can parse outcome, artifacts, validation, and next action without reading the full response.","Every PRD/workloop response ends with an Outcome block: PRD: <path-or-url>; Doc: <path-or-url-or-none>; Files changed:; Validation:; Known risks:; Next exact prompt/action:. The PRD field is a direct URL (canonicalUrlBase-based) or filesystem path. If a PRD was created as Markdown first, the canonical HTML surface must exist before closeout — Markdown-only PRDs are insufficient by default. [code: how-we-work/SKILL.md:196-209]","The Outcome block is machine-parseable: downstream Hermes agents/watchdogs extract the PRD URL, validation status, and next action without interpreting prose. The 'Next exact prompt/action' field gives Hermes the literal next invocation, enabling chained autonomous runs.",tested-pass,
F088,skill,Send-it watchdog: proof = re-entry in originating thread,"As an agent setting up a watchdog for a long-running send-it, I need verified proof the watchdog can actually wake my thread — not just that the cron job was created.","Verify end-to-end: (1) create a one-shot no-agent watchdog delivering to the origin thread with a unique sentinel (e.g. WATCHDOG_WAKEBACK_OK); (2) record job id, scheduled time, sentinel; (3) wait for the sentinel to re-enter the assistant thread (the user seeing it elsewhere is NOT the success condition); (4) if it doesn't arrive, inspect watchdog state (last run, status, delivery error, next run); (5) keep a durable fallback — watchdog writes events to state/ledger; the surface reads from state. Healthy checks stay silent; only stale/failed/blocked/retried/completed runs wake the thread. [code: how-we-work/SKILL.md:184-192]","Hermes uses thread re-entry as the primary wake mechanism; the watchdog targets the exact thread ID from state.json.execution.threadId. The durable state/ledger fallback is critical: if re-entry fails, a freshly woken session reads ledger.jsonl to reconstruct what the watchdog would have reported.",tested-pass,
F089,skill,"Serving and repo routing — URL first, workflow home for cross-cutting docs","As an author on a different device, I need every reply that creates/updates a doc to lead with the browser-openable URL — not a filesystem path — so I can open it from any machine.","Docs are automatically served. Final replies put the clickable web URL first (canonicalUrlBase + catalog path, or devUrlBase when no public host is configured), local path second. Cross-repo / personal / agent-workflow docs route to the configured workflow home (not the current cwd). If no served URL exists, say so explicitly and treat serving as a blocker. [code: how-we-work/SKILL.md:175-182; scope/SKILL.md:36-37]",Hermes includes the URL in its structured reply so the human can tap it from a mobile device. It resolves canonicalUrlBase or devUrlBase from config — not memory — and must not emit a localhost URL when a Tailscale/public URL is configured.,tested-pass,
F090,skill,doc skill: engine owns rendering — author semantic source only,"As an agent producing a doc artifact, I must author .doc.md semantic source and invoke the engine's render pipeline rather than hand-writing HTML, so the doc inherits the bundled theme and component vocabulary automatically.","Use `npx how-to-work@latest new <kind> <slug>` to scaffold, render to emit self-contained HTML, register --all to update the catalog, index to regenerate the dashboard, verify to validate, contract to print the authoring contract. Never hand-write a theme, layout, or boilerplate the engine owns. Apply doc.themeFile when configured; otherwise use the bundled default theme. [code: doc/SKILL.md:55-64]","Hermes invokes engine CLI commands as subprocess steps, not raw HTML strings, keeping output deterministic and verifiable by `verify`. Engine CLI exit codes are the machine-readable pass/fail signal Hermes uses for verification.",tested-pass,
F091,skill,doc skill: knowledge compiler classification,"As an agent producing a doc that changes how future agents understand the repo, I must classify each conclusion and promote lasting findings to canonical Markdown so they are not lost in a dated HTML artifact.",Classify every conclusion: Raw evidence (keep as dated artifact); Compiled knowledge (update focused canonical Markdown + link HTML as evidence); Chronology (append domain log.md); Navigation (update hub/index/manifest); Unresolved state (record explicitly as open questions). Workflow: read repo canonical index first -> treat plans/reports/HTML as source evidence -> write HTML for scanning -> promote lasting conclusions to canonical Markdown in the same change -> add provenance links -> append a log entry -> run doc reader/checker/index commands -> never hand-edit knowledgeCompiler.preserve machine-state files. [code: doc/SKILL.md:166-189],"When Hermes produces a doc that closes a research loop or resolves an architectural question, it runs the compiler workflow to update canonical Markdown before replying. Future Hermes sessions read compiled knowledge as ground truth; raw HTML artifacts are evidence, not conclusions.",tested-pass,
F092,skill,doc skill: review and decision packets — first screen carries the whole decision,"As a human acting on a review packet, I need the first viewport to show exactly what I am being asked to do, with evidence and recommendation, so I do not scroll to find the ask.",First-screen packet must include: the one exact ask (approve / update / send-back / decision needed); recommendation and why now; latest result and visual evidence when relevant; what changed and how it was verified; risks / open questions; changed files or artifacts and owning thread; editable local path to the artifact. Never fake a complete approval packet when evidence is not ready — say 'missing review packet/evidence' and list what is missing. [code: doc/SKILL.md:109-124],Hermes generating a review packet puts the exact ask in the first visible block (and in state.json heldForAuthor) so the human can act from a phone notification without scrolling. A faked approval packet that passes validation but lacks real evidence is a hard anti-pattern.,tested-pass,
F093,skill,doc skill: date/time rendered as human-readable with timezone,"As a human reading a doc, I expect all visible dates in readable format with timezone, not raw ISO strings, so I can immediately act on deadlines or scheduled events.","User-facing dates/times in chips, headings, cards, tables, status summaries must be readable ('Jun 14, 2026, 8:15 PM ET', 'Today, 2:05 PM ET'). Raw ISO is allowed only in data-* attributes, JSON machine state, logs, schemas, hidden fields. Default timezone America/New_York / ET unless config/user specifies otherwise. Render dynamic timestamps with Intl.DateTimeFormat; when updating an existing doc, replace visible ISO with readable labels while preserving the machine value in data-updated-at. [code: doc/SKILL.md:94-107]",Hermes writes timestamps to ledger.jsonl and state.json in ISO (machine-readable); when rendering HTML it passes ISO through the readable-date transform. It must not emit raw ISO strings in visible ledger event labels or status chips.,tested-pass,
F094,hermes,"npx github:aneym/how-to-work invocation — always-latest, no install","As a Hermes agent driving the workflow kit, I can invoke the engine at any time from any machine or ephemeral context without a prior npm install or version pin, guaranteed to run the latest published version.","`npx github:aneym/how-to-work <command>` fetches and executes HEAD of the public GitHub repo. The `bin` field in package.json maps to ./bin/htw.mjs so npx resolves the binary automatically. No lockfile, no explicit install, no version mismatch between sessions. [code: package.json:7-8; README.md:31-36]",Hermes invokes the engine from a skill tool call or shell step with no setup beyond Node >= 18. The always-latest guarantee means Hermes never holds a stale binary. Skills mandate `npx how-to-work@latest` in every code block — Hermes follows the same form.,fixed,"The feature's `hermes_relevance` says 'Skills mandate `npx how-to-work@latest` in every code block — Hermes follows the same form.' All 4 skills (how-we-work: 7 occurrences, grill: 2, scope: 4, doc: 6 — 19 total) instruct Hermes to run `npx how-to-work@latest <cmd>`. But the package 'how-to-work' is NOT published on npm (confirmed: `npm view how-to-work` returns HTTP 404). The `npx how-to-work@latest` form fails at the package-resolution step before any binary is ever invoked. The README correctly documents the alternative `npx github:aneym/how-to-work` form (GitHub HEAD) which would work, but the skills — described by this feature as 'the canonical spec for agent behavior' — give the broken npm form exclusively. The engine's own advisory output from `htw check` also emits the broken form: 'Stamp a config for staleness tracking: npx how-to-work@latest init'. The bin field (`htw` -> `bin/htw.mjs`) is correctly declared; the fault is the missing npm publish, not the bin mapping. | FIXED P3"
F095,hermes,Zero runtime dependencies — Node built-ins only,"As a Hermes agent running in an ephemeral or sandboxed environment, I can execute any htw command without triggering a dependency install or resolving a lock file, because the engine relies exclusively on Node's standard library.","package.json has `dependencies: {}`. Every source file uses only node:fs, node:http, node:path, node:crypto, node:child_process, node:url. package.json declares `engines: { node: >=18 }` as the sole runtime requirement. npx invocation produces no npm install output beyond fetching the package. [code: package.json:26,28-30; server/hwq-store.mjs:54-55; bin/htw.mjs:1]","Hermes invokes the CLI from any runtime with Node >= 18 — no npm ci, no bun install, no vendor directory. A hard requirement for agent-driven workflows where install failures would silently break the grill loop.",tested-pass,
F096,hermes,Stdout/stderr separation for machine-readable output,"As a Hermes agent parsing CLI output, I can pipe stdout to a JSON parser or delimited-block extractor without interference from status messages, because all diagnostics go to stderr and all machine-parseable output goes to stdout.","Status/progress lines (gate opened, polling, timeout, errors) go to process.stderr.write(...). Machine output (answer blocks, --no-wait JSON, --version string, init confirmation) goes to process.stdout.write(...). The answer envelope uses ===HWQ-ANSWERS-BEGIN===/===HWQ-ANSWERS-END=== on their own lines for a simple string split. -v/--version is a bare semver + newline. [code: src/commands/grill.mjs:136-143,216-223; bin/htw.mjs:97-99,130-132]","Hermes parses tool output programmatically. The stdout/stderr contract lets Hermes capture stdout alone (shell redirection or tool output capture) and receive only the structured payload, not noise.",tested-pass,
F097,hermes,Deterministic exit codes for all command outcomes,"As a Hermes agent checking whether a CLI step succeeded, I can branch on the process exit code without parsing output text, because every outcome maps to a fixed, documented integer.","Exit 0 = success (answers received, init written, check passed, render done). Exit 1 = config error / guard failure (check drift, init refused overwrite, serve refused non-loopback). Exit 2 = timeout (grill wait exceeded --timeout). Exit 3 = gate unreachable without --stdin-fallback. Exit 64 = usage error (missing required arg). All paths call process.exit(<code>) explicitly; no path exits via unhandled rejection without a stderr error line. [code: bin/htw.mjs:91-99; src/commands/grill.mjs:174,214,254-260; src/commands/check.mjs:188; src/commands/serve.mjs:98-99]","Hermes uses exit codes to decide whether to retry, escalate, or continue. The strict exit-code contract means Hermes never needs to scrape stderr text to detect failure modes.",tested-pass,
F098,hermes,Config-driven engine — no Homebase or Claude assumptions,"As a Hermes agent operating in a repo that is not Homebase and not a Claude Code workspace, I can use the engine with no config and receive safe neutral defaults, or provide a minimal config at the canonical path and have the engine respect it fully.","loadConfig(root) merges six layers (builtin -> bundled defaults.json -> 3 legacy locations -> canonical .agents/skill-config/workflow/config.json). The builtin floor mirrors Homebase's hardcoded values so no regression, but NO Homebase-specific value (Convex URL, Cloudflare host, standing-heron-532) appears in the engine or defaults. Agent-guidance fields (workOsLinking, dataSpine, executionEnv, styleName, livingExamples) are inert to the engine but readable by skills. [code: src/config.mjs:36-48,80-99; src/commands/init.mjs:88-110]","Hermes skills must never hardcode Homebase paths or hosts. The same skill invocation works across how-to-work, Homebase, payme, or any consumer — config supplies the repo-specific values and the skill reads them. Verify: grep the engine + defaults for Homebase-only identifiers finds none.",tested-pass,
F099,hermes,Skills are SKILL.md files shipped inside the package,"As a Hermes agent with access to the how-to-work package, I can load the how-we-work, grill, scope, and doc skills from the package's skills/ directory without a separate download or registry lookup.","The `files` field in package.json includes `skills`, so skills/how-we-work/SKILL.md, skills/grill/SKILL.md, skills/scope/SKILL.md, skills/doc/SKILL.md are published with the package. Skills follow the ~/.claude/skills/<name>/SKILL.md convention. Each carries YAML frontmatter with name, description, version, minEngine, metadata.tags. minEngine declares 'how-to-work >= 0.1.0 (Node >= 18)' so a skill installer can gate on the running engine version before loading. [code: package.json:13; skills/*/SKILL.md:1-8]","A Hermes tap installer locates and registers the skills from the installed package path without a separate registry. The minEngine frontmatter is a machine-checkable compatibility predicate. Skills contain all protocol rules (grill card shape, gate-start procedure, config probe order) — they are the canonical spec for agent behavior, not supplemental human docs.",fixed,"The package structure is correct (skills in files array, all 4 SKILL.md files present with correct YAML frontmatter including minEngine). However, the skills document `answerGate.mode` as accepting `none | local | hermes` as valid values (grill/SKILL.md line 24; how-we-work/SKILL.md references 'local/hermes mode' together). But the engine's schema in src/commands/check.mjs line 58 defines `answerGateModes: [""none"", ""local"", ""custom""]` — 'hermes' is not an accepted value. If an agent follows the skills (which the feature calls 'the canonical spec for agent behavior') and writes `answerGate.mode: ""hermes""` in a repo config, `htw check` will exit 1 with the error 'answerGate.mode ""hermes"" is not one of none, local, custom'. The skills are not the canonical spec in this case — the engine's validator contradicts them on a key enum value. Additionally, all 19 skill code blocks reference `npx how-to-work@latest` (not on npm) which compounds F094. | FIXED P3"
F100,components,Frontmatter required-field validation,"As an author, I fill the JSON frontmatter block (title, kind, slug, date, lifecycle, summary, tags, stage, nextAction) so the renderer accepts the source and builds the header; if I omit a required field the render reports the exact missing key instead of emitting a broken doc.","validateFrontmatter returns a list of problems; for each required key an empty/missing value pushes `missing/empty frontmatter ""<key>""`. Required set per components.md ""Authoring model"": title, kind, slug, date, lifecycle, summary, tags, stage, nextAction. [code: src/doc-kit.mjs:616-630; components.md:45-47]",An agent generating a doc must populate every required frontmatter field; the validator is the machine-checkable contract that gates a successful render and tells the agent exactly which key to fix.,tested-pass,
F101,components,Frontmatter `kind` selects layout (report | working-doc | prd),"As an author, I set kind:""report"" or kind:""working-doc"" for a flat scroll, or kind:""prd"" for a tabbed surface, so the same source vocabulary renders in the layout that fits the doc.","kind is report (flat) | working-doc (flat) | prd (tabbed) per components.md ""Authoring model"". A prd is tabbed by default with Progress/Ledger auto-generated; report/working-doc render flat. The KIND_PRD branch drives tab assembly + auto-generators. [code: src/doc-kit.mjs:1333-1360; components.md:45-46]",The agent picks `kind` as the single switch that controls whether output is a flat report or a tabbed PRD with auto Progress/Ledger tabs.,tested-pass,
F102,components,Frontmatter `lifecycle` enum,"As an author, I set lifecycle to one of active|scoping|idea|archive|implemented so the doc's lifecycle state is declared and the renderer/registry can reason about it.","lifecycle is constrained to active | scoping | idea | archive | implemented per components.md ""Authoring model""; it is a required frontmatter field validated by validateFrontmatter. [code: components.md:47; src/doc-kit.mjs:616-630]",The lifecycle value lets an agent (and the registry) classify a doc's state without parsing prose; it is part of the required frontmatter contract.,tested-pass,
F103,components,Frontmatter `progress` integer 0-100 validation,"As an author, I set progress to an integer 0-100 (or omit it) so the percent bar renders; a non-integer or out-of-range value is rejected with a clear error rather than a broken bar.","validateFrontmatter errors with ""progress must be an integer 0-100 or null"" unless progress is null or Number.isInteger and within [0,100]. [code: src/doc-kit.mjs:642-649]",An agent setting a progress percentage gets a precise validation error on a bad value instead of silently emitting a malformed progress bar.,tested-pass,
F104,components,Frontmatter `slug` path-traversal guard,"As an author, I set slug to a doc identifier and trust the renderer to refuse a slug that escapes the docs directory, so a malicious or fat-fingered slug cannot write outside the intended output path.","validateFrontmatter guards the slug against path traversal (function doc-comment: ""Guards the slug against path traversal""); the slug is used to derive the output file path. [code: src/doc-kit.mjs:616-630]",Security-relevant: an agent-supplied slug is untrusted input used in path construction; the guard prevents directory traversal when the engine writes the rendered HTML.,tested-pass,
F105,components,Header auto-built from frontmatter (h1 + lede),"As an author, I write no header markup; the renderer builds the h1 (title) and .lede (summary) automatically from frontmatter so the masthead is consistent across every doc.","Header is auto-built per components.md #1: h1 (title) + .lede (summary) + .chips + stage bar (PRD) + tab strip (PRD); there is no block to author, only frontmatter to fill. [code: src/doc-kit.mjs:1383-1403; components.md:53-57]",The agent never writes header HTML; populating frontmatter is sufficient and guarantees a uniform masthead.,tested-pass,
F106,components,Chips: derived metadata badges + Updated freshness,"As an author, I rely on the renderer to derive header chips (Status/Phase/Progress, an ""Updated"" freshness chip) from frontmatter+state, or I supply an explicit chips[] / extraChips[] array, so metadata badges align with tabular figures.","deriveChips builds chips from data.chips or, when the stage bar is off, from state (Status/Phase/Progress); it always appends an ""Updated <date>"" freshness chip for a PRD with state unless one is already present, then appends extraChips[]. Rendered as <span class=""chip""> with tabular-nums. [code: src/doc-kit.mjs:1235-1268; components.md:185-188]","The agent gets correct status/progress/freshness badges automatically from state, and can still override via chips[]/extraChips[] without touching layout.",tested-pass,
F107,components,Sections: `## Heading` becomes a data-doc-section anchor,"As an author, I write `## Heading` so each section becomes a navigable <section data-doc-section=""…""> anchor with a Space Grotesk balanced-wrap heading.","Each `##` becomes <section data-doc-section=""…"">; headings use --font-display with text-wrap:balance per components.md #2 and tokens.md polish. [code: components.md:59-62; tokens.md:62]",Stable data-doc-section anchors give an agent (or the actuate layer) addressable scroll targets within a rendered doc.,tested-pass,
F108,components,Prose paragraphs and ordered/unordered lists with pretty wrap,"As an author, I write paragraphs and `- ` / `1.` lists so they render as prose and ul/ol lists with text-wrap:pretty.",renderProse handles paragraphs and `- `/`1.` lists; body and list items wrap with text-wrap:pretty (baked-in theme polish). [code: src/doc-kit.mjs:796; components.md:64-68; tokens.md:62],Plain prose and lists are first-class content an agent can emit without any block syntax.,tested-pass,
F109,components,Fenced code blocks (mono stack + tabular numerals),"As an author, I wrap code in triple-backtick fences so it renders in the mono font stack with tabular numerals.",Triple-backtick fenced code renders in --font-mono with font-variant-numeric:tabular-nums per components.md #3 and tokens.md. The tokenizer recognizes fenced code as a distinct node type. [code: components.md:66-68; tokens.md:71-72],An agent can include code/config snippets that render legibly without manual escaping or styling.,tested-pass,
F110,components,"Inline marks: bold, inline code, link","As an author, I write **bold**, `code`, and [text](href) so the inline parser renders strong, inline code, and anchors inside any prose or block value.","inline() converts **bold** to <strong>, `code` to inline code, and [text](href) to <a>; it is applied across prose, card bodies, rows, decisions, questions, ledger and resources values. [code: src/doc-kit.mjs:550; components.md:64-68]","Inline marks are the agent's lightweight emphasis/link primitives reused by every block renderer, so links and emphasis are consistent everywhere.",tested-pass,
F111,components,Callout: accent tone (default),"As an author, I write :::callout {""tone"":""accent""} (or omit tone) so I get a walnut-toned panel with no colored lead-in style.","callout case defaults tone to ""accent""; the lead-in style is applied only when tone !== ""accent"", so accent gets an uncolored <strong>. Renders <div class=""callout"">. [code: src/doc-kit.mjs:984-991; components.md:70-79]",The default callout is the agent's neutral thesis/aside panel; no tone needs to be specified for the common case.,tested-pass,
F112,components,Callout: green tone (Decided / success),"As an author, I write :::callout {""tone"":""green"",""strong"":""Decided:""} so the bold lead-in reads in the green semantic color for decisions/success.","callout case sets style="" style=\""color:var(--green)\"""" on the strong lead-in when tone is green. --green is the ""Decided/Done"" semantic token. [code: src/doc-kit.mjs:985-988; tokens.md:28]","Green callouts let an agent mark a settled decision or success with a consistent, theme-driven color.",tested-pass,
F113,components,Callout: amber tone (Watch / caution),"As an author, I write :::callout {""tone"":""amber"",""strong"":""Watch:""} so the bold lead-in reads amber for caution/open items.","callout case sets style=""color:var(--amber)"" on the strong lead-in when tone is amber. --amber is the ""Open/Pending/caution"" semantic token. [code: src/doc-kit.mjs:985-988; tokens.md:29]",Amber callouts let an agent flag a caveat or watch-item without inventing colors.,tested-pass,
F114,components,Callout: red tone (Never / risk),"As an author, I write :::callout {""tone"":""red"",""strong"":""Never:""} so the bold lead-in reads red for risks/blockers/prohibitions.","callout case sets style=""color:var(--red)"" on the strong lead-in when tone is red. --red is the ""Risk/Blocker/error"" semantic token. [code: src/doc-kit.mjs:985-988; tokens.md:30]",Red callouts let an agent surface a hard constraint or risk with the theme's danger color.,tested-pass,
